7.423436737060546875e+01,1.132103729248046875e+02,1.730924987792968750e+02,9.468007659912109375e+01,1.334062500000000000e+02,1.344354705810546875e+02,1.140739288330078125e+02,1.860870819091796875e+02,1.677904052734375000e+02,1.724993896484375000e+02
7.862849426269531250e+01,1.030700378417968750e+02,1.760379638671875000e+02,1.040208129882812500e+02,1.349117431640625000e+02,1.490472717285156250e+02,9.616093444824218750e+01,1.713262634277343750e+02,1.587136688232421875e+02,1.724391326904296875e+02
8.053213500976562500e+01,1.033030090332031250e+02,1.798971557617187500e+02,1.036690216064453125e+02,1.231657104492187500e+02,1.513351745605468750e+02,1.037610626220703125e+02,1.822037353515625000e+02,1.614793548583984375e+02,1.824403381347656250e+02
8.734519958496093750e+01,9.242983245849609375e+01,1.719080657958984375e+02,1.141324005126953125e+02,1.159947128295898438e+02,1.267644653320312500e+02,8.146955871582031250e+01,1.583602905273437500e+02,1.363275146484375000e+02,1.736140594482421875e+02
8.120865631103515625e+01,9.445054626464843750e+01,1.808715515136718750e+02,1.131588439941406250e+02,1.198596115112304688e+02,1.555679931640625000e+02,8.491264343261718750e+01,1.771167602539062500e+02,1.435474853515625000e+02,1.872329711914062500e+02
8.516850280761718750e+01,1.102449645996093750e+02,1.717523040771484375e+02,9.724257659912109375e+01,1.489306030273437500e+02,1.479613952636718750e+02,1.010314483642578125e+02,1.758166961669921875e+02,1.635641937255859375e+02,1.698469238281250000e+02
7.897084045410156250e+01,1.142543334960937500e+02,1.656523132324218750e+02,9.345429992675781250e+01,1.248462677001953125e+02,1.478904113769531250e+02,1.074448165893554688e+02,1.787740936279296875e+02,1.698628234863281250e+02,1.647247467041015625e+02
8.295854187011718750e+01,1.007783432006835938e+02,1.742934875488281250e+02,1.068049163818359375e+02,1.065886459350585938e+02,1.370077667236328125e+02,9.168300628662109375e+01,1.747341613769531250e+02,1.482350463867187500e+02,1.809996795654296875e+02
7.955493164062500000e+01,1.199103317260742188e+02,1.677966003417968750e+02,8.793679809570312500e+01,1.173955230712890625e+02,1.543212127685546875e+02,1.157954635620117188e+02,1.884354705810546875e+02,1.738721160888671875e+02,1.669657440185546875e+02
8.569403076171875000e+01,9.623428344726562500e+01,1.718147888183593750e+02,1.109312438964843750e+02,1.353902893066406250e+02,1.510270080566406250e+02,8.269630432128906250e+01,1.627940673828125000e+02,1.510152587890625000e+02,1.738023376464843750e+02
8.069326782226562500e+01,1.027213287353515625e+02,1.765293579101562500e+02,1.044848251342773438e+02,1.357225799560546875e+02,1.512445068359375000e+02,9.085900878906250000e+01,1.675284271240234375e+02,1.674361267089843750e+02,1.650833740234375000e+02
7.582125091552734375e+01,1.078346099853515625e+02,1.812851409912109375e+02,9.890663146972656250e+01,1.205030517578125000e+02,1.497332458496093750e+02,9.582691955566406250e+01,1.743036499023437500e+02,1.717045135498046875e+02,1.715395812988281250e+02
8.252880859375000000e+01,8.596126556396484375e+01,1.735334472656250000e+02,1.212901306152343750e+02,1.006834030151367188e+02,1.292866973876953125e+02,7.061785125732421875e+01,1.522640075683593750e+02,1.371755523681640625e+02,1.764598083496093750e+02
7.277827453613281250e+01,1.139082946777343750e+02,1.816791992187500000e+02,9.322511291503906250e+01,1.105896301269531250e+02,1.484590301513671875e+02,1.006912460327148438e+02,1.820623474121093750e+02,1.735320434570312500e+02,1.673665771484375000e+02
7.804444122314453125e+01,9.797360229492187500e+01,1.802666931152343750e+02,1.097448272705078125e+02,1.213290710449218750e+02,1.473538513183593750e+02,8.798265075683593750e+01,1.782894897460937500e+02,1.490012054443359375e+02,1.840917358398437500e+02
8.592092132568359375e+01,1.092950744628906250e+02,1.636111297607421875e+02,9.780617523193359375e+01,1.203208007812500000e+02,1.374563598632812500e+02,1.070346679687500000e+02,1.760103607177734375e+02,1.618056182861328125e+02,1.684112854003906250e+02
6.717570495605468750e+01,1.099825057983398438e+02,1.880828247070312500e+02,9.759226989746093750e+01,1.369604187011718750e+02,1.370618896484375000e+02,1.037402343750000000e+02,1.911004638671875000e+02,1.640488586425781250e+02,1.850077209472656250e+02
8.732128143310546875e+01,1.012587585449218750e+02,1.743135833740234375e+02,1.063128890991210938e+02,1.334102935791015625e+02,1.391029968261718750e+02,1.025879516601562500e+02,1.803817749023437500e+02,1.523879089355468750e+02,1.829120941162109375e+02
8.354457092285156250e+01,1.116958236694335938e+02,1.715961151123046875e+02,9.635812377929687500e+01,1.108336334228515625e+02,1.222848815917968750e+02,1.040023117065429688e+02,1.787484436035156250e+02,1.583551177978515625e+02,1.673107910156250000e+02
8.020523834228515625e+01,1.119463958740234375e+02,1.671920013427734375e+02,9.638795471191406250e+01,1.378295593261718750e+02,1.394595489501953125e+02,1.074649963378906250e+02,1.787892150878906250e+02,1.647305603027343750e+02,1.688732299804687500e+02
8.173033905029296875e+01,1.050154113769531250e+02,1.785064086914062500e+02,1.020254440307617188e+02,1.236605224609375000e+02,1.560405883789062500e+02,1.003208236694335938e+02,1.708970184326171875e+02,1.679199981689453125e+02,1.688188018798828125e+02
8.751528167724609375e+01,9.178365325927734375e+01,1.807933349609375000e+02,1.163124542236328125e+02,1.221140594482421875e+02,1.374006347656250000e+02,8.357960510253906250e+01,1.590941162109375000e+02,1.543424377441406250e+02,1.791417694091796875e+02
8.126717376708984375e+01,9.092262268066406250e+01,1.805470581054687500e+02,1.161280975341796875e+02,1.295371398925781250e+02,1.549575042724609375e+02,8.317826080322265625e+01,1.754791259765625000e+02,1.377367858886718750e+02,1.910878143310546875e+02
7.572674560546875000e+01,1.070506591796875000e+02,1.752956237792968750e+02,1.003861389160156250e+02,1.337999572753906250e+02,1.539436645507812500e+02,9.724919128417968750e+01,1.759555664062500000e+02,1.705066680908203125e+02,1.707584228515625000e+02
7.153944396972656250e+01,1.017770843505859375e+02,1.838237915039062500e+02,1.052153930664062500e+02,1.410425109863281250e+02,1.538828430175781250e+02,8.545568084716796875e+01,1.757316894531250000e+02,1.562564697265625000e+02,1.796392517089843750e+02
7.932772064208984375e+01,1.151705780029296875e+02,1.686759948730468750e+02,9.268188476562500000e+01,1.445866699218750000e+02,1.385174255371093750e+02,1.119014892578125000e+02,1.786586303710937500e+02,1.761395111083984375e+02,1.599035034179687500e+02
7.841955566406250000e+01,1.140993881225585938e+02,1.674041290283203125e+02,9.398764038085937500e+01,1.175775375366210938e+02,1.455820770263671875e+02,1.042516326904296875e+02,1.765826721191406250e+02,1.690807952880859375e+02,1.615128173828125000e+02
